modernName,alternativeNames,state,country,latitude,longitude,ID,Type,AltID
Ponta Sao Sebastiao,Cape Of St. Sebastian,,Mozambique,-22.11361,35.49305,000001,Cape,BAR001
Bazaruto Archipelago,Islands Of The Great Uciques,,Mozambique,-21.69303,35.41794,000002,Island,BAR002
,Little Vciques Islands In Rivers,,Mozambique,-20.67052,34.9967,000003,Island,BAR003
Fort São Caetano,Sofala,,Mozambique,-20.17855,34.76119,000004,Fortification,BAR004
Kingdom of Mutapa,Kingdom Of Benamatapa,,Zimbabwe,-16.72901457,,000005,Kingdom,BAR005
Angoche,Angoy,,Mozambique,-16.22654378,39.90752564,000006,Coast,BAR006
Mozambique Island,Mozambique Island,,Mozambique,-15.0359,40.73486,000007,Island,BAR007
Kilwa Kisiwani,Island Of Quiloa,,Tanzania,-8.96587,39.49708,000008,Island,BAR008
Mombasa Island,Island Of Mombaza,,Kenya,-4.05472,39.66361,000009,Island,BAR009
Malindi,Melinde,,Kenya,-3.21918,40.11689,000010,Town,BAR010
Madigasgar,Island Of San Lorenzo,,Madigasgar,-20.99486069,45.83493519,000011,Island,BAR011
Zanzibar Island,"Penda, Manfia, And Zanzibar",,Tanzania,-6.16666,39.33333,000012,Island,BAR012
Pate,Pate,,Kenya,-2.13333,41,000013,Town,BAR013
Baraawe,Brava,,Somalia,1.11619,44.03181,000014,Town,BAR014
Mogadishu,Magadoxo,,Somalia,2.04693,45.31816,000015,Town,BAR015
Xaafuun,Afuni,,Somalia,10.73390667,51.33419842,000016,Town,BAR016
Ras Asir,Cape Guardafun,,Somalia,11.83388,51.28666,000017,Cape,BAR017
Maydh,Met,,Somalia,12.30493649,47.32578878,000018,Town,BAR018
Berbera,Barbara,,Somalia,10.43479,45.01399,000019,Town,BAR019
Saylac,Zeyla,,Somalia,11.35368,43.47531,000020,Town,BAR020
Dahlak Kebir,Dalaqua,Dahlak Archipelago,Eritrea,15.72854113,40.09996858,000021,Town,BAR021
Massowa,Masava Savaquin And Other Places,,Eritrea,15.60803,39.4531,000022,Town,BAR022
Abyssinia (historic),Abexi,,Ethiopia,8.77113998,40.08566874,000023,Kingdom,BAR023
Suez,Suez,,Egypt,29.96683,32.5498,000024,Village,BAR024
Mount Moses,Mount Sinai,,Egypt,28.53869,33.97533,000025,Mountain,BAR025
Yanbu,Eliobon,,Saudi Arabia,24.088264, 38.058194,000026,Village,BAR026
Mecca,Meca,,Saudi Arabia,21.38908,39.85791,000027,City,BAR027
Jazan,"Jazan, Hali, Alhor",,Saudi Arabia,16.88935,42.57056,000028,Town,BAR028
Al Hudaydah,Hodeyda,,Yemen,14.79091,42.97088,000029,,BAR029
Mocha,Maha,,Yemen,13.32090801,43.24699256,000030,Fictional,BAR030
Bab al-Mandab Strait,Babel Mende,,,12.58154692,43.46906074,000031,straight,BAR031
Kamaran,Island Of Camaron.,,Yemen,15.34408,42.58036,000032,Island,BAR032
Aden,Adem,,Yemen,12.78549,45.01865,000033,Town,BAR033
Kingdom Of Fartach (Historic),Kingdom Of Fartach,,Yemen,13.40615619,46.02447226,000034,Kingdom,BAR034
Al Mukalla,Cape Fartach,,Yemen,15.66767639,52.1109825,000035,Cape,BAR035
Socotra,Island Of Sacotora,,Yemen,12.46342,53.82373,000036,Island,BAR036
Salalah?,Diufar,,Oman,17.02565026,54.11034298,000037,Town,BAR037
Sadah ?,Xeher,,Oman,15.36786224,49.62575562,000038,Town,BAR038
Ras Madrakah Beach شاطئ راس مدركة,Fasalhad,,Oman,18.98765469,57.79722081,000039,cape,BAR039
Kingdom of Ormus (historic),Kingdom Of Ormuz,,Oman,27.1,56.45,000040,Kingdom,BAR040
Qalhat,Calhat,,Oman,22.70066335,59.36866182,000041,Town,BAR041
Quriyat,Curiat,,Oman,23.31675683,58.87560649,000042,Town,BAR042
?,Sar,,Oman,22.73314597,59.54452126,000043,Fortification,BAR043
Al Hadd,Cape Of Resalcate,,Oman,22.51646,59.79982,000044,Cape,BAR044
Muscat,Mazquate,,Oman,23.58803,58.38287,000045,Town,BAR045
Sohar,Sohar,,Oman,24.35006,56.71332,000046,Town,BAR046
Fujairah Fort Emirates,Rosach,,United Arab Emirates,25.1288,56.32648,000047,Fortification,BAR047
Khorfakkan Portuguese Fort,Nahel,,United Arab Emirates,25.34888,56.3575,000048,Fortification,BAR048
Ras Al-Khaimah,Julfar,,United Arab Emirates,25.80069,55.97619,000049,Town,BAR049
Ras Al-Khaimah,Raçolhiman,,United Arab Emirates,25.80792255,55.9778726,000050,Town,BAR050
Khor Fakkan,Melquehoan,Sharjah,United Arab Emirates,25.34888,56.3575,000051,Town,BAR051
Hormuz Island,Islands Of The Kingdom Of Ormuz,,Iran,27.05927,56.46079,000052,Island,BAR052
Bahrain,Queximi And Baharem,,Bahrain,26.0667,50.5577,000053,Island,BAR053
Hormoz,Country Of Sheikh Ismail,,Iran,27.09553356,,000054,Kingdom,BAR054
Basrah,Basera,,Iraq,30.62274057,47.78452802,000055,Fortification,BAR055
Hormuz,Island And City Of Ormuz,,Iran,27.09586111,56.45706148,000056,Island,BAR056
Gujarat Sultanate (historic),"Kingdom Of Guzerat, In India.",Gujarat,India,22.4859, 73.5371,000057,Kingdom,BAR057
Champaner,City Of Champaver,Gujarat,India,22.4859, 73.5371,000058,City,BAR058
,Andavat,Gujarat,India,22.93091874,72.65911594,000059,City,BAR059
Veraval,Patemxi,Gujarat,India,20.91589,70.36285,000060,City,BAR060
Mangrol,Suratimangalor,Gujarat,India,21.12254,70.11682,000061,Port,BAR061
Diu,Duy Or Diuixa,Gujarat,India,20.72602203,70.98540832,000062,Town,BAR062
Ghogha,Gogari,Gujarat,India,21.68697,72.27481,000063,Town,BAR063
Bharuch,Barbesy,Gujarat,India,21.70513,72.99587,000064,Town,BAR064
Gandhar,Buendari,Gujarat,India,21.88697036,72.66349402,000065,Town,BAR065
Khambhat,City Of Cambay,Gujarat,India,22.31808,72.61898,000066,City,BAR066
Limodara,Limadura,Gujarat,India,21.7480818,73.15426446,000067,Town,BAR067
Rander,Ravel,Gujarat,India,24.17417,71.72072,000068,Town,BAR068
Surat,Surati,Gujarat,India,21.17024,72.83106,000069,City,BAR069
Dahanu,Denvy,Maharashtra,India,19.99026,72.73965,000070,Town,BAR070
Vasai,Baxay,Maharashtra,India,19.38145,72.8294,000071,Town,BAR071
Deccan sultanates (historic),Kingdom Of Dacani,Maharashtra,India,19.08, 74.73,000072,Kingdom,BAR072
Chaul,Cheul,Maharashtra,India,18.56725782,72.94307303,000073,,BAR073
Revdanda,Damda,Maharashtra,India,18.55, 72.933333,000074,Town,BAR074
Dabhol,Dabul,Maharashtra,India,17.58907929,73.17927832,000075,Town,BAR075
Cinguycar,Singuycar,Maharashtra,India,17.18780877,73.55119149,000076,River,BAR076
Vaghotan River,River Dobetala,Maharashtra,India,16.61723736,73.61305534,000077,River,BAR077
Vengurla,Banda,Maharashtra,India,15.85437464,73.63811393,000078,Town,BAR078
Panaji,Guoa,Goa,India,15.491234,73.82592421,000079,City,BAR079
Kali River (?),Cintacola,Karnataka,India,14.84324101,74.12409554,000080,Fortification,BAR080
Vijayanagara Empire (historic),Kingdom Of Narsinga,,India,15.2689, 76.3909,000081,Kingdom,BAR081
Honnavar,Honor,Karnataka,India,14.28612623,74.43843437,000082,Town,BAR082
Bhatkal,Batecala,Karnataka,India,14.00199124,74.53836742,000083,Town,BAR083
Panchagangavali River (?),Mayandur,Karnataka,India,13.63404071,74.67228944,000084,Town,BAR084
Bengre Beach (?),Bacavor and Bazalor,Karnataka,India,13.42722601,74.69953463,000085,Town,BAR085
Mangaluru,Mangalor,Karnataka,India,12.91892519,74.85204468,000086,Town,BAR086
Vijayanagara,Bijanaguer,Karnataka,India,15.2689, 76.3909,000087,City,BAR087
,Hotisa,Odisha,India,21.19315371,86.76413683,000088,Kingdom,BAR088
Delhi Sultanate (historic),Dely,,India,28.61,77.23,000089,Kingdom,BAR089
Malabar Coast,Malabar,Kerala; Karnataka,India,8.266449017,77.14719529,000090,Coast,BAR090
Kannur,Cananor,Kerala,India,11.87705673,75.36866009,000091,City,BAR091
Edakkad,Ciecate,Kerala,India,11.80492192,75.44713877,000092,Town,BAR092
Dharmadom,Tarmapatan,Kerala,India,11.77796947,75.47049072,000093,River,BAR093
Kingdom of Kannur,Cananor,Malabar,India,11.8689, 75.3555,000094,Kingdom,BAR094
Thalassery,Terivangaty,Kerala,India,11.75282772,75.49036031,000095,Town,BAR095
Mahé,Mazerys,Kerala,India,11.70142994,75.5336193,000096,Town,BAR096
Kappad,Capucad,Kerala,India,11.38108908,75.72625567,000097,Town,BAR097
Kozhikode,Calicut,Kerala,India,11.26777558,75.7901376,000098,City,BAR098
Chaliyam,Chalyani,Kerala,India,11.15622154,75.81097909,000099,City,BAR099
Parappanangadi,Purpurangari,Kerala,India,11.05740054,75.85056659,000100,City,BAR100
Parannur (?),Paravanor,Kerala,India,10.66849713,76.10771328,000101,Town,BAR101
Tanur,Tanor,Kerala,India,10.98368404,75.87484185,000102,Town,BAR102
Ponnani,Pananx,Kerala,India,10.76981634,75.92459664,000103,Town,BAR103
Chettuva,Chatna,Kerala,India,10.52867382,76.04846518,000104,Village,BAR104
Kodungallur,Crangolor,Kerala,India,10.23037221,76.19283542,000105,Village,BAR105
Kingdom of the Zamorin of Calicut (historic),Kingdom Of Calicut,Kerala,India,11.25,75.77,000106,Kingdom,BAR106
Kingdom of Cochin (historic),Kingdom Of Cochin,,India,9.97, 76.28,000107,Kingdom,BAR107
Ponnani,Porca,Kerala,India,10.76981634,75.92459664,000108,,BAR108
Venad (kingdom),Kingdom Of Coulam,,India,8.88, 76.6,000109,Kingdom,BAR109
Kollam,Coulam,Kerala,India,8.88, 76.6,000110,City,BAR110
Kanyakumari,Cape Of Comory,Tamil Nadu,India,8.084701933,77.55170658,000111,Cape,BAR111
Lakshadweep,Archipelago Of Isles,,India,10.10328079,73.18874406,000112,Island,BAR112
Maldives,Islands Of Palandiva,,Republic of Maldives,5.172582566,73.8959279,000113,Island,BAR113
Sri Lanka,Island Of Ceylam,,Sri Lanka,7.585126027,80.94316743,000114,Island,BAR114
Adam's Bridge,Sand-Bank Near Ceylam,,Sri Lanka,9.096074358,79.57336495,000115,Coast,BAR115
Colombo,Columbo,,Sri Lanka,6.926603052,79.86306716,000116,Port,BAR116
Keelakarai,"Quilacare, Of The Kingdom Of Colam",,India,9.239450963,78.7895953,000117,Kingdom,BAR117
Palayakkayal,Sael,,India,8.690279119,78.11860494,000118,Town,BAR118
Coromandel Coast,Chormendel,,India,13.3667, 80.3333,000119,Town,BAR119
Mylapore,Maylepur,,India,13.0368, 80.2676,000120,City,BAR120
Pulicat,Palecate,,India,13.41863631,80.31909446,000121,City,BAR121
Gajapati Empire (historic),Kingdom Of Orissa,,India,20.523611,85.788056,000122,Kingdom,BAR122
Sultanate of Bengal (historic),Bengal,West Bengal,India,22.98675,87.85497,000123,Kingdom,BAR123
Rakhine State,Ere Can Guy,Rakhine State,Myanmar,20.596083,93.19405,000124,Kingdom,BAR124
Hanthawaddy Kingdom (the capital of which is now Bago),Peygu,,Myanmar,17.333333, 96.483333,000125,City,BAR125
Mottama,Martavan,,Myanmar,16.53, 97.602222,000126,Town,BAR126
Inn Wa,Ava,,Myanmar,21.857778, 95.985,000127,City,BAR127
Kyatpyin [?],Capelan,,Myanmar,22.90748,96.41838,000128,City,BAR128
Ayutthaya Kingdom,Kingdom Of Ansiam,,Thailand,14.35,100.583333,000129,Kingdom,BAR129
Tanintharyi,Tanasery,,Myanmar (Burma),12.08963,99.01151,000130,City,BAR130
Kedah,"Queda, Town Of The Kingdom Of Ansyam",,Malaysia,6.11839,100.36845,000131,Town,BAR131
Malacca,Kingdom And City Of Malacca,,Malaysia,2.18959,102.25008,000132,City,BAR132
Islands across the Bay of Bengal and into the Andaman Sea,Archipelago Of Malaca,,,8.572827695,93.26524432,000133,Island,BAR133
Nicobar Islands,Isles of Nacabar,,India (administration),7.083333,93.8,000134,Island,BAR134
Sumatra,Island Of Samatra,,Indonesia,-0.58972,101.3431,000135,Island,BAR135
Sunda Strait; Selat Sunda,Çunda,,,-5.908390577,105.8866691,000136,Strait,BAR136
Java,Java Major,,Indonesia,-7.61452,110.71224,000137,Island,BAR137
Sumbawa; Pulau Sumbawa,Java Minor,,Indonesia,-8.719815542,118.2287058,000138,Island,BAR138
Timor-Leste,Timor,,Democratic Republic of Timor-Leste,-8.87421,125.72753,000139,Island,BAR139
"Banda, Central Maluku Regency, Maluku",Islands Of Bandan,,Indonesia,-4.52455,129.90285,000140,Island,BAR140
Pulau Ambon,Dandon,,Indonesia,-2.17570588,128.0716411,000141,Island,BAR141
Maluku Islands,"Islands Of Maluco, Which Are Five",,Indonesia,-3.13441,129.70241,000142,Island,BAR142
Sulawesi,Island Of Celebe,,Indonesia,-1.8479,120.5279,000143,Island,BAR143
Banggai,Bangaya,,Indonesia,-1.616667, 123.566667,000144,Island,BAR144
Sulu Archipelago,Solor,,Philippines,6.01051286,121.0958369,000145,Island,BAR145
Borneo,Borne,,Indonesia,2.801686914,115.0657593,000146,Island,BAR146
,Champa,,Vietnam,17.5,106.333333,000147,Island,BAR147
Ming Dynasty China,China,,China,32.060833, 118.778889,000148,Kingdom,BAR148
Okinawa,Lequeos,,Japan,26.12019,127.7025,000149,Island,BAR149
Danzhu Town,丹竹镇; Danzhuzhen,,China,23.46880043,110.5270439,44995,Township,T_40
Chixi Town,赤溪镇; Chixizhen,,China,21.99078978,112.9891108,44996,Township,T_41
Shayang County,沙洋县; Shāyáng Xiàn,,China,30.6637847,112.3906336,813,County,Y_190
Yiwu County,伊吾县; Yīwú Xiàn,,China,43.56073477,94.90904324,814,County,Y_1900
Yizhou District,伊州区; Yīzhōu Qū,,China,42.33937251,93.51344501,815,County,Y_1901
Baijiantan District,白碱滩区; Báijiǎntān Qū,,China,45.61761871,85.2855838,816,County,Y_1902
Dushanzi District,独山子区; Dúshānzǐ Qū,,China,44.2564959,84.86990829,817,County,Y_1903
Karamay District,克拉玛依区; Kèlāmǎyī Qū,,China,45.19530573,84.91186168,818,County,Y_1904
Urko District,乌尔禾区; Wū'Ěrhé Qū,,China,45.97610575,85.58207998,819,County,Y_1905
Jiashi County,伽师县; Jiāshī Xiàn,,China,39.59141886,77.21815588,820,County,Y_1906
Kargilik County,叶城县; Yèchéng Xiàn,,China,36.98208876,77.22198233,821,County,Y_1907
Kashgar City,喀什市; Kāshí Shì,,China,39.52151865,76.17710111,822,County,Y_1908
Makit County,麦盖提县; Màigàití Xiàn,,China,38.84041012,78.23266478,823,County,Y_1909
Zhongxiang City,钟祥市; Zhōngxiáng Shì,,China,31.16005255,112.5882839,824,County,Y_191
Maralbexi County,巴楚县; Bāchǔ Xiàn,,China,39.766667,78.25,825,County,Y_1910
Shufu County,疏附县; Shūfù Xiàn,,China,39.37010358,75.6093276,826,County,Y_1911
Shule County,疏勒县; Shūlè Xiàn,,China,39.18849659,76.35176022,827,County,Y_1912
Taxkorgan Tajik Autonomous County,塔什库尔干塔吉克自治县; Tǎshíkù'ěrgān Tǎjíkè Zìzhìxiàn,,China,37.0845366,75.7459858,828,County,Y_1913
Yarkant County,莎车县; Suōchē Xiàn,,China,38.31695498,77.00256711,829,County,Y_1914
Yengisar County,英吉沙县; Yīngjíshā Xiàn,,China,38.7956865,76.36485141,830,County,Y_1915
Yopurga County,岳普湖县; Yuèpǔhú Xiàn,,China,39.25,76.75,831,County,Y_1916
Zepu County,泽普县; Zépǔ Xiàn,,China,38.11915626,77.21797882,832,County,Y_1917
Emin County,额敏县; Émǐn Xiàn,,China,46.634351,84.078369,833,County,Y_1918
Hoboksar Mongol Autonomous County,和布克赛尔蒙古自治县; Hébùkèsài'Ěr Měnggǔ Zìzhìxiàn,,China,46.24171634,86.21016511,834,County,Y_1919
Danjiangkou City,丹江口市; Dānjiāngkǒu Shì,,China,32.56632345,111.1809358,835,County,Y_192
Shawan County,沙湾县; Shāwān Xiàn,,China,29.33805781,103.5833207,836,County,Y_1920
Toli County,托里县; Tuōlǐ Xiàn,,China,45.64809803,83.88429496,837,County,Y_1921
Usu City,乌苏市; Wūsū Shì,,China,44.39653999,84.26874851,838,County,Y_1922
Yumin County,裕民县; Yùmín Xiàn,,China,45.99061019,82.80329581,839,County,Y_1923
Aral City,阿拉尔市; Ālā'Ěr Shì,,China,40.57896188,80.99664556,840,County,Y_1924
Beitun City,北屯市; Běitún Shì,,China,24.177306,120.728713,841,County,Y_1925
Shihezi City,石河子市; Shíhézi Shì,,China,44.301577,86.034412,842,County,Y_1926
Shuanghe City,双河市; Shuānghé Shì,,China,44.87369516,82.36175441,843,County,Y_1927
Tiemenguan City,铁门关市; Tiěménguān Shì,,China,41.80147975,85.63434085,844,County,Y_1928
Tumxuk City,图木舒克市; Túmùshūkè Shì,,China,39.86956375,79.16105712,845,County,Y_1929
Fang County,房县; Fáng Xiàn,,China,32.0955196,110.5918242,846,County,Y_193
Wujiaqu City,五家渠市; Wǔjiāqú Shì,,China,44.36065499,87.55447225,847,County,Y_1930
Kokdala City,可克达拉市; Kěkèdálā Shì,,China,43.937776,81.024029,848,County,Y_1931
Kunyu City,昆玉市; Kūnyù Shì,,China,37.30339966,79.31228387,849,County,Y_1932
Dawukou District,大武口区; Dàwǔkǒu Qū,,China,39.08029873,106.3257203,850,County,Y_1933
Huinong District,惠农区; Hùinóng Qū,,China,39.1796256,106.6494107,851,County,Y_1934
Pingluo County,平罗县; Píngluó Xiàn,,China,38.88141764,106.5266477,852,County,Y_1935
Hongsibu District,红寺堡区; Hóngsìbù Qū,,China,37.33111174,106.1191003,853,County,Y_1936
Litong District,利通区; Lìtōng Qū,,China,37.74363605,106.1992316,854,County,Y_1937
Qingtongxia City,青铜峡市; Qīngtóngxiá Shì,,China,37.94040963,105.949572,855,County,Y_1938
Tongxin County,同心县; Tóngxīn Xiàn,,China,36.99398853,106.2645859,856,County,Y_1939
Maojian District,茅箭区; Máojiàn Qū,,China,32.52163665,110.7818828,857,County,Y_194
Yanchi County,盐池县; Yánchí Xiàn,,China,37.6205642,107.0407121,858,County,Y_1940
Helan County,贺兰县; Hèlán Xiàn,,China,38.68189407,106.2472477,859,County,Y_1941
Jinfeng District,金凤区; Jīnfèng Qū,,China,38.46068411,106.189715,860,County,Y_1942
Lingwu City,灵武市; Língwǔ Shì,,China,37.92901756,106.5162402,861,County,Y_1943
Xingqing District,兴庆区; Xīngqìng Qū,,China,38.46730212,106.4863647,862,County,Y_1944
Xixia District,西夏区; Xīxià Qū,,China,38.5390906,106.021526,863,County,Y_1945
Yongning County,永宁县; Yǒngníng Xiàn,,China,38.2954372,106.0863291,864,County,Y_1946
Haiyuan County,海原县; Hǎiyuán Xiàn,,China,36.51676354,105.7916849,865,County,Y_1947
Shapotou District,沙坡头区; Shāpōtóu Qū,,China,37.28724199,105.1342475,866,County,Y_1948
Zhongning County,中宁县; Zhōngníng Xiàn,,China,37.31669393,105.6639771,867,County,Y_1949
Yunxi District,郧西县; Yúnxī Xiàn,,China,33.0445638,110.1358735,868,County,Y_195
Jingyuan County,泾源县; Jīngyuán Xiàn,,China,36.73014944,104.7227246,869,County,Y_1950
Longde County,隆德县; Lóngdé Xiàn,,China,35.58665,106.063258,870,County,Y_1951
Pengyang County,彭阳县; Péngyáng Xiàn,,China,35.96553179,106.6482294,871,County,Y_1952
Xiji County,西吉县; Xījí Xiàn,,China,35.93331193,105.7166192,872,County,Y_1953
Yuanzhou District,原州区; Yuánzhōu Qū,,China,36.12613789,106.2563021,873,County,Y_1954
Cangshan District,仓山区; Cāngshān Qū,,China,26.0190685,119.3188299,874,County,Y_1955
Changle District,长乐区; Chánglè Qū,,China,25.89179694,119.6538796,875,County,Y_1956
Fuqing City,福清市; Fúqīng Shì,,China,25.57148919,119.4070092,876,County,Y_1957
Gulou District,鼓楼区; Gǔlóu Qū,,China,34.73519441,114.2920949,877,County,Y_1958
Jin'an District,晋安区; Jìnān Qū,,China,31.65667886,116.6028741,878,County,Y_1959
Yunyang District,郧阳区; Yúnyáng Qū,,China,32.912856,110.756942,879,County,Y_196
Lianjiang County,连江县; Liánjiāng Xiàn,,China,26.27339709,119.6529213,880,County,Y_1960
Luoyuan County,罗源县; Luóyuán Xiàn,,China,26.49854969,119.4826036,881,County,Y_1961
Mawei District,马尾区; Mǎwěi Qū,,China,26.07816944,119.5059414,882,County,Y_1962
Minhou County,闽侯县; Mǐnhòu Xiàn,,China,26.2276316,119.0758082,883,County,Y_1963
Minqing County,闽清县; Mǐnqīng Xiàn,,China,26.20807043,118.7648926,884,County,Y_1964
Pingtan County,平潭县; Píngtán Xiàn,,China,25.51572942,119.7767165,885,County,Y_1965
Taijiang District,台江区; Táijiāng Qū,,China,26.05969155,119.3123448,886,County,Y_1966
Yongtai County,永泰县; Yǒngtài Xiàn,,China,25.85349362,118.7832424,887,County,Y_1967
Changting County,长汀县; Chángtīng Xiàn,,China,25.69089048,116.3575103,888,County,Y_1968
Liancheng County,连城县; Liánchéng Xiàn,,China,25.59900315,116.8073483,889,County,Y_1969
Zhangwan District,张湾区; Zhāngwān Qū,,China,32.6280605,110.6482341,890,County,Y_197
Shanghang County,上杭县; Shàngháng Xiàn,,China,25.11851568,116.5561098,891,County,Y_1970
Wuping County,武平县; Wǔpíng Xiàn,,China,25.13165689,116.1249389,892,County,Y_1971
Xinluo District,新罗区; Xīnluó Qū,,China,25.21393581,117.0732103,893,County,Y_1972
Yongding District,永定区; Yǒngdìng Xiàn,,China,29.12193815,110.4556279,894,County,Y_1973
Zhangping City,漳平市; Zhāngpíng Shì,,China,25.37711498,117.4389051,895,County,Y_1974
Guangze County,光泽县; Guāngzé Xiàn,,China,27.65237508,117.3432249,896,County,Y_1975
Jian'ou City,建瓯市; Jiànōu Shì,,China,27.04175041,118.4725497,897,County,Y_1976
Jianyang District,建阳区; Jiànyáng Qū,,China,27.40474035,118.0556111,898,County,Y_1977
Pucheng County,浦城县; Pǔchéng Xiàn,,China,34.96343486,109.6161319,899,County,Y_1978
Shaowu City,邵武市; Shàowǔ Shì,,China,27.23309794,117.4686274,900,County,Y_1979
Zhushan District,珠山区; Zhūshān Qū,,China,29.29883867,117.2251373,901,County,Y_198
Shunchang County,顺昌县; Shùnchāng Xiàn,,China,26.90620796,117.862901,902,County,Y_1980
Songxi County,松溪县; Sōngxī Xiàn,,China,27.61058678,118.7534089,903,County,Y_1981
Wuyishan City,武夷山市; Wǔyíshān Shì,,China,27.74493041,117.9983424,904,County,Y_1982
Yanping District,延平区; Yánpíng Qū,,China,26.58498537,118.2434187,905,County,Y_1983
Zhenghe County,政和县; Zhènghé Xiàn,,China,27.32354382,118.9584779,906,County,Y_1984
Fu'an City,福安市; Fú'Ān Shì,,China,27.04341108,119.6487252,907,County,Y_1985
Fuding City,福鼎市; Fúdǐng Shì,,China,27.3274216,120.2126329,908,County,Y_1986
Gutian County,古田县; Gǔtián Xiàn,,China,26.61394462,118.8667207,909,County,Y_1987
Jiaocheng District,蕉城区; Jiāochéng Qū,,China,26.74301078,119.4831545,910,County,Y_1988
Pingnan County,屏南县; Píngnán Xiàn,,China,26.91614275,118.9775576,911,County,Y_1989
Zhuxi County,竹溪县; Zhúxī Xiàn,,China,31.99890995,109.7812556,912,County,Y_199
Shouning County,寿宁县; Shòuníng Xiàn,,China,27.42294897,119.4927774,913,County,Y_1990
Xiapu County,霞浦县; Xiápǔ Xiàn,,China,26.9605382,119.9745153,914,County,Y_1991
Zherong County,柘荣县; Zhèróng Xiàn,,China,27.20601271,119.8763043,915,County,Y_1992
Zhouning County,周宁县; Zhōuníng Xiàn,,China,27.09171744,119.3014142,916,County,Y_1993
Chengxiang District,城厢区; Chéngxiāng Qū,,China,25.41730909,118.9280981,917,County,Y_1994
Hanjiang District,涵江区; Hánjiāng Qū,,China,32.44317642,119.3835905,918,County,Y_1995
Licheng District,荔城区; Lìchéng Qū,,China,36.60442572,117.1788454,919,County,Y_1996
Xianyou County,仙游县; Xiānyóu Xiàn,,China,25.46356328,118.6941916,920,County,Y_1997
Xiuyu District,秀屿区; Xiùyǔ Qū,,China,25.23441553,119.1824899,921,County,Y_1998
Datian County,大田县; Dàtián Xiàn,,China,25.78957648,117.8050258,922,County,Y_1999
Guzhen County,固镇县; Gùzhèn Xiàn,,China,33.28273731,117.3415606,923,County,Y_2
Funan County,阜南县; Fùnán Xiàn,,China,32.64935673,115.6331783,924,County,Y_20
Anlu City,安陆市; Ānlù Shì,,China,31.30213328,113.6207841,925,County,Y_200
Jiangle County,将乐县; Jiānglè Xiàn,,China,26.72939109,117.38903,926,County,Y_2000
Jianning County,建宁县; Jiànníng Xiàn,,China,26.81601945,116.7783669,927,County,Y_2001
Meilie District,梅列区; Méiliè Qū,,China,26.30859411,117.619621,928,County,Y_2002
Mingxi County,明溪县; Míngxī Xiàn,,China,26.41621389,117.2039205,929,County,Y_2003
Ninghua County,宁化县; Nínghuà Xiàn,,China,26.3044034,116.6627609,930,County,Y_2004
Qingliu County,清流县; Qīngliú Xiàn,,China,26.09722197,116.9092447,931,County,Y_2005
Sanyuan District,三元区; Sānyuán Qū,,China,26.18369983,117.5280803,932,County,Y_2006
Sha County,沙县; Shā Xiàn,,China,26.44270241,117.8075551,933,County,Y_2007
Taining County,泰宁县; Tàiníng Xiàn,,China,26.86217029,117.1133765,934,County,Y_2008
Yong'an City,永安市; Yǒng'Ān Shì,,China,25.91342378,117.3153034,935,County,Y_2009
Dawu County,大悟县; Dàwù Xiàn,,China,31.57311878,114.298933,936,County,Y_201
Youxi County,尤溪县; Yóuxī Xiàn,,China,26.14646655,118.2379468,937,County,Y_2010
Haicang District,海沧区; Hǎicāng Qū,,China,24.5313401,117.971751,938,County,Y_2011
Huli District,湖里区; Húlǐ Qū,,China,24.52006109,118.1323626,939,County,Y_2012
Jimei District,集美区; Jíměi Qū,,China,24.63712295,118.0166991,940,County,Y_2013
Siming District,思明区; Sīmíng Qū,,China,24.46586507,118.125544,941,County,Y_2014
Tong'an District,同安区; Tóng'Ān Qū,,China,24.77628189,118.1029507,942,County,Y_2015
Xiang'an District,翔安区; Xiáng'Ān Qū,,China,24.68180615,118.2644591,943,County,Y_2016
Changtai County,长泰县; Chángtài Xiàn,,China,24.73942085,117.7992808,944,County,Y_2017
Dongshan County,东山县; Dōngshān Xiàn,,China,23.68579268,117.4116662,945,County,Y_2018
Hua'an County,华安县; Huá'Ān Xiàn,,China,24.893864,117.52121,946,County,Y_2019
Hanchuan City,汉川市; Hànchuān Shì,,China,30.61948728,113.6668968,947,County,Y_202
Longhai City,龙海市; Lónghǎi Shì,,China,24.39429329,117.7960128,948,County,Y_2020
Longwen District,龙文区; Lóngwén Qū,,China,24.54466265,117.7314364,949,County,Y_2021
Nanjing County,南靖县; Nánjìng Xiàn,,China,24.66216333,117.2792648,950,County,Y_2022
Pinghe County,平和县; Pínghé Xiàn,,China,24.31780676,117.1870565,951,County,Y_2023
Xiangcheng District,芗城区; Xiāngchéng Qū,,China,31.94879909,112.0529114,952,County,Y_2024
Yunxiao County,云霄县; Yúnxiāo Xiàn,,China,23.99017415,117.3168008,953,County,Y_2025
Zhangpu County,漳浦县; Zhāngpǔ Xiàn,,China,24.12899108,117.682978,954,County,Y_2026
Zhao'an County,诏安县; Zhàoān Xiàn,,China,23.86926695,117.1212775,955,County,Y_2027
Anxi County,安溪县; Ānxī Xiàn,,China,25.12059362,117.8978548,956,County,Y_2028
Dehua County,德化县; Déhuà Xiàn,,China,25.66879574,118.2454986,957,County,Y_2029
Xiaochang County,孝昌县; Xiàochāng Xiàn,,China,31.23525623,114.022996,958,County,Y_203
Fengze District,丰泽区; Fēngzé Qū,,China,24.92184411,118.6178089,959,County,Y_2030
